Fecha,ID Operacion,Descripcion,Fuente,Monto Bruto,Monto Neto,Cargo/Comision,Estado
2026-05-18 10:17:22.000-04:00,159064493191,None None,Sistema (captura en tiempo real),8750.00,8750.00,0.00,APPROVED
2026-05-18 10:16:02.000-04:00,159841273338,None None,Sistema (captura en tiempo real),3060.00,3060.00,0.00,APPROVED
2026-05-18 10:06:54.000-04:00,159840064762,None None,Sistema (captura en tiempo real),26000.00,26000.00,0.00,APPROVED
2026-05-18 09:49:05.000-04:00,159837538428,None None,Sistema (captura en tiempo real),38394.00,38394.00,0.00,APPROVED
2026-05-18 09:16:39.000-04:00,159832809086,None None,Sistema (captura en tiempo real),5800.00,5800.00,0.00,APPROVED
2026-05-18 08:40:40.000-04:00,159051069479,None None,Sistema (captura en tiempo real),10900.00,10900.00,0.00,APPROVED
2026-05-18 08:31:44.000-04:00,159049876089,None None,Sistema (captura en tiempo real),6000.00,6000.00,0.00,APPROVED
2026-05-17 20:05:47.000-04:00,159004086155,None None,Sistema (captura en tiempo real),500.00,500.00,0.00,APPROVED
2026-05-17 19:28:51.000-04:00,158999643863,None None,Sistema (captura en tiempo real),13800.00,13800.00,0.00,APPROVED
2026-05-17 19:13:49.000-04:00,159774470152,None None,Sistema (captura en tiempo real),500.00,500.00,0.00,APPROVED
2026-05-17 18:28:56.000-04:00,159768885548,None None,Sistema (captura en tiempo real),160000.00,160000.00,0.00,APPROVED
2026-05-17 18:28:15.000-04:00,159768837242,None None,Sistema (captura en tiempo real),150000.00,150000.00,0.00,APPROVED
2026-05-17 13:46:25.000-04:00,159738091336,None None,Sistema (captura en tiempo real),500.00,500.00,0.00,APPROVED
2026-05-17 13:35:20.000-04:00,159736936300,None None,Sistema (captura en tiempo real),3300.00,3300.00,0.00,APPROVED
2026-05-17 12:39:40.000-04:00,158953919463,None None,Sistema (captura en tiempo real),40490.00,40490.00,0.00,APPROVED
2026-05-17 12:32:48.000-04:00,158953229113,None None,Sistema (captura en tiempo real),500.00,500.00,0.00,APPROVED
2026-05-17 12:31:23.000-04:00,158953035899,None None,Sistema (captura en tiempo real),60320.00,60320.00,0.00,APPROVED
2026-05-17 12:23:09.000-04:00,158952098717,None None,Sistema (captura en tiempo real),13850.00,13850.00,0.00,APPROVED
2026-05-17 12:21:20.000-04:00,159728077852,None None,Sistema (captura en tiempo real),18520.00,18520.00,0.00,APPROVED
2026-05-17 11:53:48.000-04:00,159724562342,None None,Sistema (captura en tiempo real),8000.00,8000.00,0.00,APPROVED
2026-05-17 11:53:30.000-04:00,159724435474,None None,Sistema (captura en tiempo real),12300.00,12300.00,0.00,APPROVED
2026-05-17 11:50:20.000-04:00,158947397759,None None,Sistema (captura en tiempo real),17000.00,17000.00,0.00,APPROVED
2026-05-17 11:45:41.000-04:00,159723391910,Cliente,Sistema (captura en tiempo real),7300.00,7300.00,0.00,APPROVED
2026-05-17 11:42:38.000-04:00,158946546995,None None,Sistema (captura en tiempo real),10000.00,10000.00,0.00,APPROVED
2026-05-17 11:36:07.000-04:00,159721843690,None None,Sistema (captura en tiempo real),19400.00,19400.00,0.00,APPROVED
2026-05-17 11:33:18.000-04:00,159721515566,None None,Sistema (captura en tiempo real),41830.00,41830.00,0.00,APPROVED
2026-05-17 11:30:05.000-04:00,159721125884,None None,Sistema (captura en tiempo real),26895.00,26895.00,0.00,APPROVED
2026-05-17 11:06:20.000-04:00,159717870532,Cliente,Sistema (captura en tiempo real),5930.00,5930.00,0.00,APPROVED
2026-05-17 10:57:01.000-04:00,158940234807,None None,Sistema (captura en tiempo real),23940.00,23940.00,0.00,APPROVED
